URL туру,Назва туру,День №,Місто/Локація,Активності (теги),Опис дня,Симв.
https://eurotrips.ua/paris-normandiya/,Париж + Нормандія,4,Нормандія | Париж,французька Нормандія; вільний день у Парижі; нічний Париж; Нормандія Тур; Тур у Нормандію,"Сніданок у готелі.
Вільний день у Парижі або поїздка в Нормандію.
Той день, який найчастіше стає улюбленим у цій подорожі. Це можливість вперше побачити океан. Не на фото — в реальності.
Почнемо з Трувіля. Курортне місто з набережною і ринком морепродуктів. Тут можна скуштувати королівські креветки, свіжі устриці (навіть якщо раніше не подобались — тут часто змінюють думку) і келих просеко.
Далі — узбережжя Ла-Маншу. Влаштовуємо пікнік просто на березі. Шум хвиль, чайки і відчуття простору.
Після цього — скелі Етрета, заради яких сюди приїжджають. Можна гуляти вздовж узбережжя, піднятись на скелі або просто залишитись біля води.
Це місце без різких рухів. Пари, старші люди, які повільно гуляють, морський бриз і багато повітря. Тут не хочеться поспішати. І не потрібно.
Вартість допки — дорослий 55€, діти до 11,99 — 40€.
Повернення у Париж.
Увечері — допка «Вечірній Париж». Проїдемо повз Тріумфальну арку, Єлисейські поля і сучасний район La Defense. На зворотному шляху — Булонський ліс. Закінчимо нашу поїздку з келихом шампанського біля Ейфелевої вежі.
Вартість — дорослий 30€, діти до 11,99 — 20€.
Усі допки не обов'язкові. Ти самостійно вирішуєш, відвідувати їх чи ні.
Ніч у готелі.",1198
https://eurotrips.ua/paris-normandiya/,Париж + Нормандія,5,Париж,ВІЛЬНИЙ ДЕНЬ; Disneyland за бажанням; Латинський квартал; Монмартр; накращий вид на Париж; Виїзд У ВІДЕНЬ; Тур у Францію,"Сніданок у готелі. Сьогодні — день без поспіху.
Можна залишитися в Парижі. Або поїхати далі.
Вирушаємо до Діснейленду. Цілий день у парку: атракціони, тематичні зони, паради персонажів. Ближче до вечора — світлове шоу і феєрверки над замком. Той самий момент, який зазвичай хочеться зняти і залишити собі. Вартість допки — 25€ + вхідний квиток.
Або інший варіант — пропонуємо прогулянку Монмартром. Тут розквітала богемна душа столиці: Ренуар, Дега, Тулуз-Лотрек, Ван Гог, Модільяні та Пікассо творили свої шедеври, а Аполлінер залишав вірші. Побачиш легендарне кабаре Мулен Руж, Базиліку Сакре-Кер, квартали художників і поетів, а ще — один із найвражаючих видів на Париж. Район вузьких вулиць, закладів з французькою кухнею не за всі євро світу і простих моментів, за які люблять це місто. Вартість допки — дорослі 25€, діти до 11,99 — 15€.
Ще один варіант — повільніший. Допка — Латинський квартал. Прогулянка районом: старі вулиці, невеликі кафе, жива атмосфера міста без туристичного шуму. Вартість — дорослі 25€, діти до 11,99 — 15€.
У вільний час рекомендуємо відвідати Лувр. Квитки краще придбати заздалегідь онлайн.
Усі допки не обов'язкові. Ти самостійно вирішуєш, як провести цей день.
22:00 — виїзд з Парижа. Нічний переїзд у Відень.",1245
https://eurotrips.ua/paris-normandiya/,Париж + Нормандія,6,Відень,ПРИБУТТЯ у Відень; ВІЛЬНИЙ ДЕНЬ; легендарний Захер; фінальна вечеря; Тур до Франції,"Відень — місто з іншим темпом. Спокійніше, зібраніше, без зайвого шуму.
Почнемо з прогулянки з локалом. Пройдемося центром: Хофбург — зимова резиденція Габсбургів, площа Марії Терезії, Собор Святого Стефана і головні вулиці міста.
Далі — час обрати свій ритм.
Допка — «Легенди Відня». Вечірня прогулянка історичним центром. Почуємо міські історії, пройдемо знайомими вулицями вже без денного натовпу і зробимо зупинки у найатмосферніших місцях. Формат легкий: трохи історій, трохи руху і келих ігристого під час маршруту. Вартість — дорослий 25€, діти до 11,99 — 10€.
Або інший варіант — залишитися в місті без плану. Можна зайти в Café Sacher (Philharmonikerstraße 4) і спробувати традиційний шоколадний торт із кавою. Або піти до Donaukanal — графіті, вуличні музиканти, кав’ярні і бари. Інший, менш формальний Відень.
Усі допки не обов'язкові. Ти самостійно вирішуєш, як провести цей день.
Ніч у готелі.",906
https://eurotrips.ua/paris-normandiya/,Париж + Нормандія,7,Польща | Львів,виїзд на кордон; ПРИБУТТЯ ДО ЛЬВОВА; планування нової подорожі з Eurotrips; Тур у Францію зі Львова,"Снідаємо, збираємо речі і виїжджаємо додому. Ділимося емоціями та плануємо наступну поїздку разом.
Прибуття до Львова орієнтовно о 23:30.
*Ціни на додаткові активності можуть незначно змінюватися залежно від сезону або інших обставин.
**Час прибуття до Львова – орієнтовний, не рекомендуємо купувати квитки на зворотній потяг.",326
https://eurotrips.ua/paryzh-bryusel-mon-sen-mishel/,Мон-Сен-Мішель – Париж – Брюссель,1,Львів | Польща,ЗБІР ГРУПИ; Знайомство; переїзд в Польщу; відпочинок від дороги; Тур в Париж; Тур в Париж зі Львова,"06:00 — збір групи. 06:30 — виїзд зі Львова.
Наша пригода починається.
Зручно розміщуйся в автобусі, знайомся з новими людьми і налаштовуйся на враження попереду. Протягом дня — переїзд територією Польщі.
За швидкого проходження кордону зупиняємось у Кракові. Прогулянка з місцевим жителем: Ринкова площа — одна з найбільших у Європі, Маріацький костел, Суконні ряди і Вавельський пагорб. Легке знайомство з містом після дороги. Вартість: 10€.
Увечері — прибуття і заселення в готель на території Польщі.
Усі додаткові активності (далі — допки) не обов'язкові. Ти самостійно вирішуєш, відвідувати їх чи ні.
Оскільки через воєнний стан багато людей опинились в різних країнах, ми індивідуально підкажемо кожному як приєднатись до туру (з України чи з-за кордону).
Потяги наразі можуть затримуватись. Рекомендуємо планувати прибуття до місця відправлення щонайменше за 10 годин, а в ідеалі — за добу до старту туру.",913
https://eurotrips.ua/paryzh-bryusel-mon-sen-mishel/,Мон-Сен-Мішель – Париж – Брюссель,2,Дрезден,ПРИБУТТЯ у Дрезден; оглядова прогулянка з локалом; саксонська архітектура; дегустація німецького пива,"Сніданок у готелі та виселення.
Переїзд до Дрездена — міста, де барокова архітектура і сучасний ритм існують поруч.
Оглядова прогулянка з місцевим жителем-гідом: ансамбль Цвінґер, Опера Земпера, Фрауенкірхе і Брюльська тераса — так званий «балкон Європи» з виглядом на Ельбу. Місто, яке було майже повністю зруйноване і відбудоване — і це відчувається на кожній вулиці.
Після прогулянки за бажанням — дегустація німецького пива та обід у традиційному саксонському закладі. Справжні локальні смаки і щедрі порції. Вартість: 35€.
У вільний час — прогулянка набережною Ельби або кава в центрі міста.
У другій половині дня — переїзд у готель на території Німеччини.
Ніч у готелі.
Усі допки не обов'язкові. Ти самостійно вирішуєш, відвідувати їх чи ні.",747
https://eurotrips.ua/paryzh-bryusel-mon-sen-mishel/,Мон-Сен-Мішель – Париж – Брюссель,3,Брюссель / Брюгге,ПРИБУТТЯ у Брюссель; Гран-Плас; старе місто; Брюгге — місто каналів,"Сніданок у готелі та виселення.
Переїзд до Брюсселя — столиці Бельгії і міста, де вирішується доля Європи. Тут розташовані штаб-квартири Євросоюзу і НАТО — саме тому Брюссель часто називають столицею Європи.
Оглядова прогулянка з місцевим жителем-гідом: головна площа Гран-Плас, атмосферні вулички старого міста і символи, без яких неможливо уявити Брюссель. Місто дивує поєднанням історії, політичної ваги і легкого європейського шарму.
Далі — Брюгге. Канали, мереживні будинки, середньовічні площі і та казкова атмосфера, коли здається, що час тут зупинився. Ідеальне місце для неспішних прогулянок і красивих фото. Вартість: 40€.
Переїзд у Францію.
Ніч у готелі на території Франції.
Усі допки не обов'язкові. Ти самостійно вирішуєш, відвідувати їх чи ні.",758
https://eurotrips.ua/paryzh-bryusel-mon-sen-mishel/,Мон-Сен-Мішель – Париж – Брюссель,4,Руан / Трувіль / Етрета,Руан; Нормандія; середньовічне місто; готичні собори; старе місто; Франція,"Сніданок у готелі та виселення.
Руан — нормандське місто з одним із найкрасивіших готичних соборів Франції, фахверковими будинками і вузькими середньовічними вуличками, де час ніби сповільнюється. Тут писав Мопассан, тут жив Флобер — і місто досі зберігає характер, який надихав письменників.
За бажанням пропонуємо подорож до Нормандії.
Спершу прогуляємося курортним Трувілем, насолоджуючись спокійним ритмом маленького французького містечка. Вдихнемо повітря Атлантики, скуштуємо свіжі устриці, креветки та прохолодне ігристе на місцевому ринку.
Завершимо день в Етрета — місці, де Моне знаходив натхнення. Прогулянки панорамними стежками над океаном: зелені пагорби, білосніжні скелі, хвилі Ла-Маншу та крики чайок. Вартість поїздки: 45€.
Увечері — переїзд та поселення в готель в Кані.
Ніч у готелі.",803
https://eurotrips.ua/paryzh-bryusel-mon-sen-mishel/,Мон-Сен-Мішель – Париж – Брюссель,5,Мон-Сен-Мішель,Атлантичне узбережжя; піратське місто; Мон-Сен-Мішель; середньовічна Франція; панорамні краєвиди,"Сніданок у готелі та виселення.
За бажанням — поїздка до Мон-Сен-Мішель. Середньовічне абатство на скелястому острові посеред затоки — місце, яке виглядає неможливим, але існує. Готичні вежі. Кам’яні вулички. І припливи, які повністю змінюють пейзаж за кілька годин.
Всередині — маленьке місто: крамнички, кафе, музеї. Вище — оглядовий майданчик, звідки відкриваються панорами на затоку . На самій верхівці — діюче абатство. Вартість: 45€ + вхідний квиток.
Увечері — переїзд до готелю в Парижі.
Ніч у готелі.
Усі допки не обов'язкові. Ти самостійно вирішуєш, відвідувати їх чи ні.",580
https://eurotrips.ua/paryzh-bryusel-mon-sen-mishel/,Мон-Сен-Мішель – Париж – Брюссель,6,Париж,Париж; Монмарт; нічний переїзд,"Сніданок у готелі та виселення.
Париж. Ранкова прогулянка з місцевим жителем-гідом: справжній Париж без туристичних маршрутів, з вуличками і історіями, які не знайдеш у путівнику.
За бажанням — Монмартр. Тут писали Ренуар, Ван Гог, Пікассо. Кабаре Мулен Руж, Базиліка Сакре-Кер, квартал художників і один із найкращих видів на місто. Вартість: 25€ / діти до 12 років 15€.
Для гурманів — Латинський квартал. Секретні страви французьких шефів, локальні смаколики і ритм паризької богеми. Наш гід-локал знає всі точки, де обідають самі французи. Вартість: 35€ / діти до 12 років 25€.
Або — прогулянка на кораблику по Сені. Панорами міста з води, легендарні мости, Ейфелева вежа на горизонті. Вартість: 20€ / діти 15€.
Увечері — виїзд із Парижа і нічний переїзд до Вроцлава.",770
https://eurotrips.ua/paryzh-bryusel-mon-sen-mishel/,Мон-Сен-Мішель – Париж – Брюссель,7,Вроцлав,Вроцлав; ринкова площа; гномики; старовинні будинки; канали; Польща; пішохідна прогулянка; поселення в готель,"Прибуття до Вроцлава і заселення в готель.
Після відпочинку — прогулянка з місцевим жителем-гідом. Ринкова площа з атмосферними будинками, знамениті гномики, старовинні будівлі і мальовничі канали. Вроцлав — одне з найкрасивіших міст Польщі, яке часто відкривають для себе наприкінці подорожі — і воно приємно дивує.
Ніч у готелі.",330
https://eurotrips.ua/paryzh-bryusel-mon-sen-mishel/,Мон-Сен-Мішель – Париж – Брюссель,8,Повернення до Львова,Вроцлав; переїзд в Україну; ранковий виїзд; підсумки подорожі; спогади та фото; завершення туру,"Сніданок у готелі та виселення.
Ранковий виїзд із Вроцлава. По дорозі — розмови про найяскравіші моменти і плани на наступні подорожі.
Орієнтовне прибуття до Львова — 23:30.
Час прибуття до Львова — орієнтовний. Не рекомендуємо купувати квитки на зворотний потяг завчасно.
Ціни на додаткові активності можуть незначно змінюватися залежно від сезону або інших обставин.",368
https://eurotrips.ua/neapol-rim/,Південна Італія,1,Львів,Збір у Львові; знайомство; переїзд через кордон; ніч в готелі; Тур на південь Італії,"06:00 Збір групи у Львові
06:30 Виїзд зі Львова
Наша пригода починається.
Зручно розміщуйся в автобусі, знайомся з новими людьми і налаштовуйся на враження попереду. Крім Італії, на тебе чекають знайомства з цікавою компанією, повне перезавантаження і свобода для власних бажань. Іноді, щоб вирішити всі свої питання, достатньо просто відправитись у тур.
Так і зробимо.
Якщо кордон пройдемо швидко — заїжджаємо у винний регіон Токай. Старовинні винні підвали, дегустація шести видів токайських вин і традиційний гуляш. Гарний початок для тих, хто любить відкривати нове по дорозі. Вартість: 27€.
Переїзд у Будапешт та ночівля у готелі.
Усі додаткові активності (далі — допки) не обов'язкові, і ти самостійно вирішуєш, відвідувати їх чи ні.
Оскільки через воєнний стан багато людей опинились в різних країнах, ми індивідуально підкажемо кожному як приєднатись до туру (з України чи з-за кордону).
Потяги наразі можуть затримуватись. Рекомендуємо планувати прибуття до місця відправлення щонайменше за 10 годин, а в ідеалі — за добу до старту туру.",1046
https://eurotrips.ua/neapol-rim/,Південна Італія,2,Будапешт,виселення з готелю; прогулянка Будапештом; вільний час у місті; прогулянка на кораблику; нічний переїзд; Тур у Мілан,"Сніданок та виселення з готелю.
Починаємо день із оглядової прогулянки Будапештом з місцевим жителем-гідом. Колоритні вулички, Рибальський бастіон, вид на Дунай і Парламент. Завершуємо на Центральному ринковому залі: тут є що скуштувати з угорської кухні й знайти небанальні сувеніри.
Далі — вільний час у місті. Заглядай у дворики, прогуляйся вздовж Дунаю, насолодись келихом угорського вина.
Або маємо ще одну рекомендацію. Як щодо відпочинку у купальнях? Уяви: тепла водичка, історичні басейни та атмосфера, яка переносить тебе у інший час.
Увечері запрошуємо на прогулянку корабликом по Дунаю. Парламент у вечірньому підсвічуванні, безлімітне просекко та гарна компанія поруч. Вартість прогулянки: 35€.
Нічний переїзд у Рим.
Усі допки не обов'язкові, і ти самостійно вирішуєш, відвідувати їх чи ні.",802
https://eurotrips.ua/neapol-rim/,Південна Італія,3,Рим,прибуття в рим; прогулянка; район Трастевере; вільний час; ніч в готелі; Тур у Італію,"Сніданок у дорозі та прибуття у Рим.
Розпочнемо з оглядової прогулянки з місцевим жителем. Доторкнемось до Колізею, побачимо Вітторіано, Римський Форум та Капітолійську площу — місця, де, за легендою, виник Рим.
Після обіду та заселення в готель даємо тобі час на сієсту.
Увечері — прогулянка з місцевим жителем районом Трастевере. Знамениті апельсинові сади, міст до острова Тиберина посеред річки Тібр, найстаріше єврейське гетто і смачні зупинки по дорозі — морозиво та піца Трапіцціно гарантовані. Вартість: 25€.
Вільний час у Трастевере.
Ніч у готелі.
Усі допки не обов'язкові, і ти самостійно вирішуєш, відвідувати їх чи ні.",630
https://eurotrips.ua/neapol-rim/,Південна Італія,4,Неаполь | Помпеї,прибуття в неаполь; вільний час; прогулянка у помпеї; ніч у готелі; Тур у Неаполь,"Сніданок та виселення із готелю.
Наступна зупинка — Неаполь. Тут вже чекає місцевий житель-гід, який покаже справжнє обличчя міста. Забудь про хаотичний Неаполь — ти побачиш його зовсім іншим. Будемо гуляти вузькими вуличками історичного центру, де на кожному кроці — справжня піца, ароматна кава та галасливі місцеві мешканці.
У вільний час запрошуємо у Помпеї, одне з найбільших археологічних чудес світу. Разом із місцевим жителем-гідом прогуляємося вулицями, якими ходили давні римляни. Заглянемо у їхні будинки, побачимо крамниці та таверни. А ще –– послухаємо найцікавіші факти та історії про життя міста. Вартість поїздки у Помпеї: 55€ (включно з квитком в археологічний парк).
Повернення в Неаполь. Вільний час у місті.
Ніч у готелі.
Усі допки не обов'язкові, і ти самостійно вирішуєш, відвідувати їх чи ні.",815
https://eurotrips.ua/neapol-rim/,Південна Італія,5,Неаполь / Амальфі / Позітано,вільний час; круїз до Амальфі; подорож в Позітано; ніч в готелі; Тур на озеро Капрі,"Сніданок у готелі.
Вільний день у Неаполі. Хочеш більш спокійного відпочинку — гуляй вузькими вуличками, заглядай у маленькі тратторії, пробуй піцу там, де її вигадали.
Або запрошуємо в круїз Амальфітанським узбережжям. Попливемо вздовж скель і містечок, які ніби зависли над морем, зупинятимемось у найкрасивіших локаціях та зробимо кадри, які ще довго стоятимуть у тебе на заставці. Вартість: 65€ (у вартість включені трансфер, кораблик та супровід турлідера).
Маємо сьогодні ще одну допку — Позітано, легендарне містечко Амальфітанського узбережжя, де кольорові будиночки підіймаються просто по скелях, а внизу гойдаються рибальські човни. Тут хочеться просто гуляти вузькими вуличками, ловити морський вітер і робити фото на кожному кроці. Вартість: 25€ (у вартість входять кораблик та супровід турлідера).
Повернення у Неаполь. Ніч у готелі.
Усі допки не обов'язкові, і ти самостійно вирішуєш, відвідувати їх чи ні.",920
https://eurotrips.ua/neapol-rim/,Південна Італія,6,Неаполь | острів Капрі,вільний день в неаполі; острів Капрі; виїзд з неаполя; ніч у готелі,"Сніданок у готелі.
Вільний день у Неаполі.
Сьогодні можна залишитися досліджувати Неаполь або вирушити з нами на Капрі — острів, який давно став символом півдня Італії. Саме тут відпочивають світові знаменитості, а краєвиди виглядають так, ніби їх спеціально створили для кіно.
На нас чекають кришталево чиста вода, скелі, що виростають просто з моря, і панорами, від яких складно відірвати погляд. Під час морської прогулянки побачимо знамениту Арку Марміка, вілли на узбережжі та найкрасивіші точки острова з води.
А далі — час загубитися серед вузьких вуличок Капрі. Тут дизайнерські бутіки перетинаються із античними руїнами, а маленькі бари з лімончелло — з атмосферними терасами над морем. Вартість: 77€.
Виїзд з Неаполя. Ніч у готелі по маршруту.
Усі допки не обов'язкові, і ти самостійно вирішуєш, відвідувати їх чи ні.",827
https://eurotrips.ua/neapol-rim/,Південна Італія,7,Венеція,прибуття у Венецію; круїз Гранд каналом; подорож на о. Бурано; вільний час; нічний переїзд; Поїздка у Бурано,"Сніданок у готелі та виселення.
Приїжджаємо у Венецію. Під час дороги до Сан-Марко гід розповідає про місто — його історію і теперішнє. Вартість трансферу до Сан-Марко: 30€.
Вільний час у місті.
Є кілька допок на вибір. Круїз на водному таксі Гранд Каналом — пливемо головною вулицею міста, де палаци виростають прямо з води. Вартість: 35€.
Поїздка на острів Бурано — різнокольорові будиночки, тихі дворики і кожна стіна як готовий кадр для твоїх соцмереж. Вартість: 40€.
Ввечері — вільний час і фінальна вечеря.
Виїзд до Львова.
Усі допки не обов'язкові. Ти самостійно вирішуєш, відвідувати їх чи ні.",601
https://eurotrips.ua/neapol-rim/,Південна Італія,8,Львів,повернення додому; планування наступної подорожі разом,"Прибуття до Львова орієнтовно о 22:00. Ділимося емоціями та плануємо наступну поїздку разом :)
Якщо тобі треба підказати, як краще дістатись точки збору з твого міста і назад — просто скажи про це нашому менеджеру. * Ціни на додаткові активності можуть незначно змінюватися в залежності від сезону або інших незалежних від нас обставин. ** Час прибуття до Львова — орієнтовний, не рекомендуємо купувати квитки на зворотний потяг.",429
https://eurotrips.ua/piknik-v-alpah-halshtat/,Пікнік в Альпах + Гальштат,1,Львів | Будапешт,збір групи; знайомство; ігри в автобусі; нічний переїзд в Зальцбург; тур в Альпи; тур в Австрію; тур в гори,"12:00 — збір групи.  13:00 — виїзд зі Львова.
Наша пригода починається! Комфортабельний автобус з відмінною музикою, фільмами і компанією — це тільки початок. Пам'ятай, як зустрінеш подорож, так її і проведеш.
Крім вражень від Австрії, на тебе чекають нові знайомства, повне перезавантаження всіх внутрішніх батарейок та свобода для здійснення особистих бажань. Іноді, щоб вирішити всі свої питання, достатньо просто відправитись в подорож. Так і зробимо.
Нічний переїзд до Зальцбурга через Будапешт.
Оскільки через воєнний стан багато людей опинились в різних країнах, ми індивідуально підкажемо кожному як приєднатись до туру (з України чи з-за кордону).
Потяги наразі можуть затримуватись. Рекомендуємо планувати прибуття до місця відправлення щонайменше за 10 годин, а в ідеалі — за добу до старту туру.",807
https://eurotrips.ua/piknik-v-alpah-halshtat/,Пікнік в Альпах + Гальштат,2,Зальцбург,Прибуття в Зальцбург; оглядова від локала; найкрасивіші оглядові майданчики; традиційна вечеря в Августінері; вільний час; ніч у готелі; тур в Зальцбург,"Прокидаємось — за вікном вже Австрія.
Знайомство з містом починається зоглядової прогулянки з місцевим жителем-гідом. Головна торгова вулиця старого міста Гетрайдегассе, сади Мірабель і будинок, де народився Моцарт. Зальцбург — місто, де класична музика і гірське повітря існують поруч.
Заселення в готель після 14:00. Пересуваємось на громадському транспорті.
У вільний час рекомендуємо поїхати в Ангар-7.Унікальний музей з колекцією історичних літаків компанії Flying Bulls («дочки» Red Bull). Відчинено щодня з 9:00 до 22:00.
За бажанням запрошуємо на прогулянку найкрасивішими оглядовими майданчиками міста з гідом-локалом. На заході сонця Зальцбург закохує в себе остаточно. Вартість: 25€.
Увечері збираємось на вечерю в Августінері — одному з найстаріших пивних залів міста. Краще місця, щоб відчути австрійську атмосферу, важко придумати.
Усі додаткові активності (далі — допки) не обов'язкові. Ти самостійно вирішуєш, відвідувати їх чи ні.
Ніч у готелі.",961
https://eurotrips.ua/piknik-v-alpah-halshtat/,Пікнік в Альпах + Гальштат,3,Зальцбург / Гальштат,вільний день у Зальцбурзі; поїздка в Гальштат; пікнік всією #eurotripsfamily; соляна шахта; вільний час у Гальштаті; Нічний переїзд до Львова; Гальштат тур,"Сніданок і виселення з готелю.
Вільний день у Зальцбурзі — або їдемо до Гальштата.
Вирушаємо в Долину Зальцкаммергут — місце, де розташовано 76 озер з водою настільки чистою, що її можна пити. Зупиняємось у Гальштаті — крихітному містечку з населенням менше тисячі людей на березі гірського озера. Іграшкові будиночки, лебеді на воді і хмари, що відбиваються в озері.
Цілий день тут: прогулянки вузькими вуличками, фотозупинки, невеличкий водоспад на околиці, відпочинок біля озера, крамнички з сувенірами і кафе з виглядом на воду. Гальштат невеликий — але часу тут завжди не вистачає.
А потім — влаштуємо пікнік з неймовірним краєвидом на Альпи. Вино, смаколики, власна музика і хороша компанія поруч. Те, що зараз так необхідно.
Вартість поїздки: 45€.
За бажанням пропонуємо спуститись у соляну шахту. Вартість: 40€. У вартість допки входить: екскурсія шахтою та підйом на гору Celtic Adventure Mountain (з кельтським селом Salina та соляною мануфактурою).
Екскурсія триває 1,5 години. Весь візит (включаючи Celtic Adventure Mountain) займає приблизно 2,5 години. Англомовний супроводжуючий.
Виїзд до Зальцбургу за рештою групи.
Збір групи. Нічний переїзд до Львова через Будапешт.
Усі допки не обов'язкові, і ти самостійно вирішуєш, відвідувати їх чи ні.",1258
https://eurotrips.ua/piknik-v-alpah-halshtat/,Пікнік в Альпах + Гальштат,4,Будапешт | Львів,приїзд у Львів; теплі обійми; планування наступної подорожі; повернення додому; Тур в Гальштат; подорож у гори,"Прибуття до Львова (через Будапешт) орієнтовно о 18:00. Ділимося емоціями і плануємо наступну поїздку разом :)
Якщо тобі треба підказати, як краще дістатись точки збору з твого міста і назад — просто скажи про це нашому менеджеру. * Ціни на додаткові активності можуть незначно змінюватися в залежності від сезону або інших незалежних від нас обставин. ** Час прибуття до Львова — орієнтовний, не рекомендуємо купувати квитки на зворотний потяг.",445
https://eurotrips.ua/budapesht-vena-praga/,Прага-Відень-Будапешт,1,Львів / Краків,переїзд у Краків,"Відкладемо трохи роботу, статус задач та дедлайни? Давай відкривати нові грані себе у компанії однодумців – тут можеш бути собою. Разом будемо гуляти локаціями, пити каву у модних кав’ярнях та пиво з локалами у топових барах.
Вмощуйся зручніше в автобусі, наш тріп починається.
Першою зупинкою в нас буде Краків. Разом з нашим локалом вирушаємо досліджувати місто — відвідаємо не лише туристичні, але й інсайдерські місця та дізнаємося секрети цього колоритного міста.
Переїзд в готель та ночівля.
*Так як через військовий стан багато людей опинились в різних країнах, ми індивідуально підкажемо кожному як приєднатись до туру (з України чи з-за кордону).
Усі додаткові активності не обов'язкові, і ти самостійно вирішуєш, відвідувати їх чи ні.",744
https://eurotrips.ua/budapesht-vena-praga/,Прага-Відень-Будапешт,2,Прага,Оглядова прогулянка; Празький Град; оглядова прогулянка; вільний час; ніч в готелі,"Сніданок та виселення з готелю.
Переїзд до Праги.
Нас зустрічає місцевий житель, який покаже найцікавіші і найромантичніші місця Праги. Ми почуємо історії, якими дихають вулички, побачимо оригінальні музеї, унікальні паби і кафешки - дізнаємося, як місто стало таким, як воно є зараз.
Тепер саме час підкріпитися. Тільки давай не робити це у першому-ліпшому фастфуді. Краще влаштуємо обід на кораблику по Влтаві, насолоджуючись видом на місто з води. Шум хвиль, вітер у волоссі, смачна їжа і келих за нашу подорож. Вартість обіду на кораблику - 40 євро.
Після обіду вирушаємо досліджувати вайб Праги, насолоджуйся кожною миттю!
Також рекомендуємо відвідати Празький Град, який вважається найбільшою у світі королівською резиденцією. Ти побачиш: Королівське місто Градчани, резиденцію Президента Чехії, найбільший палац світу, пивоварню 13 століття і 5 найкращих оглядових майданчиків міста. Вартість – 20 євро.
Переїзд до готелю.
Ніч в готелі.",943
https://eurotrips.ua/budapesht-vena-praga/,Прага-Відень-Будапешт,3,Відень/Братислава,Прибуття до Відня; оглядова прогулянка; переїзд до Будапешту,"Сніданок в готелі та виселення.
Вперед до Відня! Локал вже чекає на нас, щоб показати найкрутіші місця австрійської столиці. Побачимо імператорські палаци, величний собор св. Стефана та Віденську оперу. Затим доповнимо прогулянку мистецтвом! Прогуляємося Музейним кварталом, де креатив та естетика на кожному кроці. А ще наш гід поділиться інсайдерською інфою – де шукати найсмачніший шніцель та справжній Захер.
А тепер — ще більше Європи за один день! Рушаємо до Братислави — компактної, атмосферної столиці Словаччини. Під час прогулянки старим містом побачимо Братиславський Град, затишні вулички, старовинні площі та набережну Дунаю з панорамними краєвидами. Це місто підкорює своєю легкістю, шармом і неспішною атмосферою. Вартість поїздки  40 €.
Переїзд до Будапешту.
Ночівля в готелі.",792
